"Player","Team","Position","Team","From","To","Date (PST)","Gameweek"
"Antoine Semenyo","BOU","F","vu","Reserve","Active","Fri Aug 25, 2023, 7:18AM","3"
"Julio Enciso","BHA","F","vu","Active","Reserve","Fri Aug 25, 2023, 7:18AM","3"
"Michael Olise","CRY","M","tj","Reserve","Inj Res","Thu Aug 24, 2023, 10:24PM","3"
"Rasmus Hojlund","MUN","F","tj","Inj Res","Reserve","Thu Aug 24, 2023, 10:24PM","3"
"Lewis Hall","CHE/NEW","D","tj","Reserve","Active","Thu Aug 24, 2023, 10:21PM","3"
"Harry Wilson","FUL","M","tj","Active","Reserve","Thu Aug 24, 2023, 10:21PM","3"
"Lewis Hall","CHE/NEW","D","tj","Active","Reserve","Thu Aug 24, 2023, 5:11PM","3"
"Harry Wilson","FUL","M","tj","Reserve","Active","Thu Aug 24, 2023, 5:11PM","3"
"Pedro Porro","TOT","D","mg","Active","Reserve","Thu Aug 24, 2023, 2:36PM","3"
"Luke Shaw","MUN","D","mg","Active","Reserve","Thu Aug 24, 2023, 2:34PM","3"
"Boubacar Kamara","AVL","M","mg","Reserve","Active","Thu Aug 24, 2023, 2:34PM","3"
"Pedro Porro","TOT","D","mg","Reserve","Active","Thu Aug 24, 2023, 2:34PM","3"
"Cheick Doucoure","CRY","M","mg","Active","Reserve","Thu Aug 24, 2023, 2:34PM","3"
"Nathan Collins","BRF","D","mg","Reserve","Active","Thu Aug 24, 2023, 2:34PM","3"
"Leon Bailey","AVL","F","md","Reserve","Active","Thu Aug 24, 2023, 1:07AM","3"
"Antony","MUN","F","md","Active","Reserve","Thu Aug 24, 2023, 1:07AM","3"
"Aaron Wan-Bissaka","MUN","D","mg","Reserve","Active","Wed Aug 23, 2023, 9:33PM","3"
"Pedro Porro","TOT","D","mg","Active","Reserve","Wed Aug 23, 2023, 9:33PM","3"
"Pedro Porro","TOT","D","mg","Reserve","Active","Wed Aug 23, 2023, 9:33PM","3"
"Aaron Wan-Bissaka","MUN","D","mg","Active","Reserve","Wed Aug 23, 2023, 9:33PM","3"
"Moises Caicedo","BHA/CHE","M","mg","Active","Reserve","Wed Aug 23, 2023, 9:27PM","3"
"Marcus Tavernier","BOU","M","mg","Inj Res","Reserve","Wed Aug 23, 2023, 9:27PM","3"
"Alex Iwobi","EVE/FUL","M","mg","Reserve","Inj Res","Wed Aug 23, 2023, 9:27PM","3"
"John McGinn","AVL","M","mg","Reserve","Active","Wed Aug 23, 2023, 9:27PM","3"
"Marc Guehi","CRY","D","rafa","Reserve","Active","Wed Aug 23, 2023, 8:48PM","3"
"Gabriel Magalhaes","ARS","D","rafa","Active","Reserve","Wed Aug 23, 2023, 8:48PM","3"
"Pau Torres","AVL","D","zach","Active","Reserve","Tue Aug 22, 2023, 7:10PM","3"
"Oleksandr Zinchenko","ARS","D","zach","Reserve","Active","Tue Aug 22, 2023, 7:10PM","3"
"Oleksandr Zinchenko","ARS","D","zach","Active","Reserve","Tue Aug 22, 2023, 7:07PM","3"
"Alexis Mac Allister","LIV","M","zach","Reserve","Active","Tue Aug 22, 2023, 7:07PM","3"
"Mason Mount","MUN","M","vu","Active","Reserve","Tue Aug 22, 2023, 1:10PM","3"
"Harvey Barnes","NEW","M","vu","Reserve","Active","Tue Aug 22, 2023, 1:10PM","3"
"Hwang Hee-Chan","WOL","F","katabe","Reserve","Active","Tue Aug 22, 2023, 10:29AM","3"
"Callum Wilson","NEW","F","katabe","Active","Reserve","Tue Aug 22, 2023, 10:29AM","3"
"Sandro Tonali","NEW","M","katabe","Active","Reserve","Tue Aug 22, 2023, 10:29AM","3"
"Micky van de Ven","TOT","D","katabe","Active","Reserve","Tue Aug 22, 2023, 10:28AM","3"
"Callum Wilson","NEW","F","katabe","Reserve","Active","Tue Aug 22, 2023, 10:28AM","3"
"Antonee Robinson","FUL","D","aj","Active","Reserve","Tue Aug 22, 2023, 9:44AM","3"
"Jordan Ayew","CRY","F","aj","Reserve","Active","Tue Aug 22, 2023, 9:44AM","3"
"Cristian Romero","TOT","D","sean","Reserve","Active","Tue Aug 22, 2023, 8:30AM","3"
"Said Benrahma","WHU","M","sean","Active","Reserve","Tue Aug 22, 2023, 8:30AM","3"
"Alexis Mac Allister","LIV","M","zach","Active","Reserve","Tue Aug 22, 2023, 6:26AM","3"
"Pau Torres","AVL","D","zach","Reserve","Active","Tue Aug 22, 2023, 6:26AM","3"
"Eddie Nketiah","ARS","F","ben","Reserve","Active","Mon Aug 21, 2023, 10:02PM","3"
"Cody Gakpo","LIV","F","ben","Active","Reserve","Mon Aug 21, 2023, 10:02PM","3"
"Mateo Kovacic","MCI","M","katabe","Reserve","Active","Mon Aug 21, 2023, 8:06PM","3"
"Sven Botman","NEW","D","katabe","Reserve","Active","Mon Aug 21, 2023, 8:06PM","3"
"Ruben Dias","MCI","D","katabe","Reserve","Active","Mon Aug 21, 2023, 8:05PM","3"
"Bruno Guimaraes","NEW","M","md","Active","Reserve","Mon Aug 21, 2023, 2:31PM","3"
"Josko Gvardiol","MCI","D","md","Reserve","Active","Mon Aug 21, 2023, 2:31PM","3"
"Andreas Pereira","FUL","M","aj","Active","Reserve","Mon Aug 21, 2023, 1:59PM","3"
"Douglas Luiz","AVL","M","aj","Reserve","Active","Mon Aug 21, 2023, 1:59PM","3"
"Manuel Akanji","MCI","D","aj","Reserve","Active","Mon Aug 21, 2023, 1:59PM","3"
"Lewis Dunk","BHA","D","aj","Active","Reserve","Mon Aug 21, 2023, 1:59PM","3"
"Harvey Barnes","NEW","M","vu","Active","Reserve","Mon Aug 21, 2023, 12:33PM","3"
"Rico Henry","BRF","D","vu","Reserve","Active","Mon Aug 21, 2023, 12:33PM","3"
"Anthony Gordon","NEW","M","tj","Reserve","Active","Sun Aug 20, 2023, 8:38AM","3"
"Harry Wilson","FUL","M","tj","Active","Reserve","Sun Aug 20, 2023, 8:38AM","3"
"Carney Chukwuemeka","CHE","M","vu","Reserve","Active","Sun Aug 20, 2023, 8:10AM","3"
"Michael Olise","CRY","M","tj","Active","Reserve","Sun Aug 20, 2023, 12:02AM","2"
"Lucas Digne","AVL","D","tj","Reserve","Active","Sun Aug 20, 2023, 12:02AM","2"
"Kyle Walker","MCI","D","sean","Reserve","Active","Sat Aug 19, 2023, 12:55PM","3"
"Matheus Nunes","WOL/MCI","M","sean","Active","Reserve","Sat Aug 19, 2023, 12:55PM","3"
"Tim Ream","FUL","D","sean","Active","Reserve","Sat Aug 19, 2023, 12:55PM","3"
"Jefferson Lerma","CRY","M","sean","Reserve","Active","Sat Aug 19, 2023, 12:55PM","3"
"Michael Olise","CRY","M","tj","Reserve","Active","Sat Aug 19, 2023, 11:29AM","2"
"Anthony Gordon","NEW","M","tj","Active","Reserve","Sat Aug 19, 2023, 11:29AM","2"
"Callum Wilson","NEW","F","katabe","Active","Reserve","Sat Aug 19, 2023, 11:11AM","2"
"Neal Maupay","EVE/BRF","F","katabe","Reserve","Active","Sat Aug 19, 2023, 11:11AM","2"
"Ibrahima Konate","LIV","D","vu","Active","Reserve","Sat Aug 19, 2023, 9:05AM","3"
"Cédric Soares","ARS","D","vu","Reserve","Active","Sat Aug 19, 2023, 9:05AM","3"
"Danny Welbeck","BHA","F","vu","Reserve","Active","Sat Aug 19, 2023, 9:02AM","3"
"James Ward-Prowse","SOU/WHU","M","vu","Reserve","Active","Sat Aug 19, 2023, 8:58AM","2"
"Cédric Soares","ARS","D","vu","Active","Reserve","Sat Aug 19, 2023, 8:58AM","2"
"Mathias Jensen","BRF","M","tj","Reserve","Active","Sat Aug 19, 2023, 6:03AM","2"
"Justin Kluivert","BOU","M","tj","Active","Reserve","Sat Aug 19, 2023, 6:03AM","2"
"Christian Eriksen","MUN","M","mg","Active","Reserve","Fri Aug 18, 2023, 8:32PM","2"
"Cheick Doucoure","CRY","M","mg","Reserve","Active","Fri Aug 18, 2023, 8:32PM","2"
"Eberechi Eze","CRY","M","mg","Reserve","Active","Fri Aug 18, 2023, 8:32PM","2"
"Alex Iwobi","EVE/FUL","M","mg","Active","Reserve","Fri Aug 18, 2023, 8:32PM","2"
"Brennan Johnson","NOT/TOT","F","vu","Active","Reserve","Fri Aug 18, 2023, 1:45PM","3"
"James Ward-Prowse","SOU/WHU","M","vu","Reserve","Active","Fri Aug 18, 2023, 1:45PM","3"
"Nathan Ake","MCI","D","ben","Reserve","Active","Fri Aug 18, 2023, 10:57AM","2"
"John Stones","MCI","D","ben","Active","Reserve","Fri Aug 18, 2023, 10:57AM","2"
"Craig Dawson","WOL","D","tj","Reserve","Active","Fri Aug 18, 2023, 9:34AM","2"
"Alex Moreno","AVL","D","tj","Active","Reserve","Fri Aug 18, 2023, 9:34AM","2"
"Mahmoud Dahoud","BHA","M","sean","Active","Reserve","Fri Aug 18, 2023, 8:06AM","2"
"Matheus Nunes","WOL/MCI","M","sean","Reserve","Active","Fri Aug 18, 2023, 8:06AM","2"
"Pedro Neto","WOL","F","md","Reserve","Active","Fri Aug 18, 2023, 7:20AM","2"
"Carlton Morris","LUT","F","md","Active","Reserve","Fri Aug 18, 2023, 7:20AM","2"
"Leandro Trossard","ARS","M","katabe","Active","Reserve","Thu Aug 17, 2023, 10:14PM","2"
"Tomas Soucek","WHU","M","katabe","Reserve","Active","Thu Aug 17, 2023, 10:14PM","2"
"Joachim Andersen","CRY","D","katabe","Active","Reserve","Thu Aug 17, 2023, 10:13PM","2"
"Joe Worrall","NOT","D","katabe","Reserve","Active","Thu Aug 17, 2023, 10:13PM","2"
"Thomas Partey","ARS","M","ben","Reserve","Active","Thu Aug 17, 2023, 10:06PM","2"
"Nathan Ake","MCI","D","ben","Active","Reserve","Thu Aug 17, 2023, 10:06PM","2"
"Christian Eriksen","MUN","M","mg","Reserve","Active","Thu Aug 17, 2023, 8:26PM","2"
"Eberechi Eze","CRY","M","mg","Active","Reserve","Thu Aug 17, 2023, 8:26PM","2"
"Harry Wilson","FUL","M","tj","Reserve","Active","Thu Aug 17, 2023, 5:05PM","2"
"Mathias Jensen","BRF","M","tj","Active","Reserve","Thu Aug 17, 2023, 5:05PM","2"
"Justin Kluivert","BOU","M","tj","Reserve","Active","Thu Aug 17, 2023, 1:45PM","2"
"Michael Olise","CRY","M","tj","Active","Reserve","Thu Aug 17, 2023, 1:45PM","2"
"Dominik Szoboszlai","LIV","M","tj","Reserve","Active","Thu Aug 17, 2023, 1:45PM","2"
"Dwight McNeil","EVE","M","tj","Active","Reserve","Thu Aug 17, 2023, 1:45PM","2"
"Reece James","CHE","D","tj","Active","Reserve","Thu Aug 17, 2023, 1:45PM","2"
"Serge Aurier","NOT","D","tj","Reserve","Active","Thu Aug 17, 2023, 1:45PM","2"
"Ben White","ARS","D","vu","Reserve","Active","Thu Aug 17, 2023, 12:05PM","2"
"Rico Henry","BRF","D","vu","Active","Reserve","Thu Aug 17, 2023, 12:05PM","2"
"Malo Gusto","CHE","D","vu","Reserve","Active","Thu Aug 17, 2023, 8:56AM","2"
"Ben White","ARS","D","vu","Active","Reserve","Thu Aug 17, 2023, 8:56AM","2"
"Dwight McNeil","EVE","M","tj","Reserve","Active","Thu Aug 17, 2023, 8:28AM","2"
"Justin Kluivert","BOU","M","tj","Active","Reserve","Thu Aug 17, 2023, 8:28AM","2"
"Dominik Szoboszlai","LIV","M","tj","Active","Reserve","Thu Aug 17, 2023, 8:28AM","2"
"Michael Olise","CRY","M","tj","Reserve","Active","Thu Aug 17, 2023, 8:28AM","2"
"Serge Aurier","NOT","D","tj","Active","Reserve","Thu Aug 17, 2023, 8:27AM","2"
"Alex Moreno","AVL","D","tj","Reserve","Active","Thu Aug 17, 2023, 8:27AM","2"
"Serge Aurier","NOT","D","tj","Reserve","Active","Thu Aug 17, 2023, 8:03AM","2"
"Alex Moreno","AVL","D","tj","Active","Reserve","Thu Aug 17, 2023, 8:03AM","2"
"Jadon Sancho","MUN","M","ben","Active","Reserve","Wed Aug 16, 2023, 5:24PM","2"
"John Stones","MCI","D","ben","Reserve","Active","Wed Aug 16, 2023, 5:24PM","2"
"Thomas Partey","ARS","M","ben","Active","Reserve","Wed Aug 16, 2023, 5:24PM","2"
"Jadon Sancho","MUN","M","ben","Reserve","Active","Wed Aug 16, 2023, 5:24PM","2"
"Andrew Robertson","LIV","D","sean","Reserve","Active","Wed Aug 16, 2023, 5:22PM","2"
"Kyle Walker","MCI","D","sean","Active","Reserve","Wed Aug 16, 2023, 5:22PM","2"
"Mahmoud Dahoud","BHA","M","sean","Reserve","Active","Wed Aug 16, 2023, 5:21PM","2"
"Jefferson Lerma","CRY","M","sean","Active","Reserve","Wed Aug 16, 2023, 5:21PM","2"
"James Ward-Prowse","SOU/WHU","M","vu","Active","Reserve","Wed Aug 16, 2023, 8:15AM","2"
"Ben White","ARS","D","vu","Reserve","Active","Wed Aug 16, 2023, 8:15AM","2"
"Ben White","ARS","D","vu","Active","Reserve","Tue Aug 15, 2023, 8:45PM","2"
"Cédric Soares","ARS","D","vu","Reserve","Active","Tue Aug 15, 2023, 8:45PM","2"
"Philip Billing","BOU","M","vu","Active","Reserve","Tue Aug 15, 2023, 8:39PM","2"
"Brennan Johnson","NOT/TOT","F","vu","Reserve","Active","Tue Aug 15, 2023, 8:39PM","2"
"Bernardo Silva","MCI","M","rafa","Active","Reserve","Tue Aug 15, 2023, 4:55PM","2"
"Jack Grealish","MCI","M","rafa","Reserve","Active","Tue Aug 15, 2023, 4:55PM","2"
"Ben Mee","BRF","D","rafa","Active","Reserve","Tue Aug 15, 2023, 2:04PM","2"
"Axel Disasi","CHE","D","rafa","Reserve","Active","Tue Aug 15, 2023, 2:04PM","2"
"Raphael Varane","MUN","D","md","Reserve","Active","Tue Aug 15, 2023, 1:55PM","2"
"Dan Burn","NEW","D","md","Active","Reserve","Tue Aug 15, 2023, 1:55PM","2"
"Lucas Digne","AVL","D","katabe","Reserve","Active","Tue Aug 15, 2023, 11:20AM","2"
"Ruben Dias","MCI","D","katabe","Active","Reserve","Tue Aug 15, 2023, 11:20AM","2"
"Willy Boly","NOT","D","katabe","Reserve","Active","Tue Aug 15, 2023, 11:20AM","2"
"Sven Botman","NEW","D","katabe","Active","Reserve","Tue Aug 15, 2023, 11:20AM","2"
"Yves Bissouma","TOT","M","aj","Reserve","Active","Tue Aug 15, 2023, 11:18AM","2"
"Jordan Ayew","CRY","F","aj","Active","Reserve","Tue Aug 15, 2023, 11:18AM","2"
"Michail Antonio","WHU","F","vu","Reserve","Active","Tue Aug 15, 2023, 10:08AM","2"
"Brennan Johnson","NOT/TOT","F","vu","Active","Reserve","Tue Aug 15, 2023, 10:08AM","2"
"Dango Ouattara","BOU","F","md","Reserve","Inj Res","Tue Aug 15, 2023, 8:00AM","2"
"Danny Welbeck","BHA","F","vu","Active","Reserve","Tue Aug 15, 2023, 7:04AM","2"
"Rico Henry","BRF","D","vu","Reserve","Active","Tue Aug 15, 2023, 7:04AM","2"
"Richarlison","TOT","F","ben","Reserve","Active","Mon Aug 14, 2023, 10:12PM","2"
"Eddie Nketiah","ARS","F","ben","Active","Reserve","Mon Aug 14, 2023, 10:12PM","2"
"Alex Iwobi","EVE/FUL","M","mg","Reserve","Active","Mon Aug 14, 2023, 7:44PM","2"
"Moises Caicedo","BHA/CHE","M","mg","Reserve","Active","Mon Aug 14, 2023, 7:44PM","2"
"Cheick Doucoure","CRY","M","mg","Active","Reserve","Mon Aug 14, 2023, 7:44PM","2"
"Joelinton","NEW","M","mg","Active","Reserve","Mon Aug 14, 2023, 7:44PM","2"
"Bryan Mbeumo","BRF","F","aj","Reserve","Active","Mon Aug 14, 2023, 6:13PM","2"
"Manuel Akanji","MCI","D","aj","Active","Reserve","Mon Aug 14, 2023, 6:13PM","2"
"Kevin De Bruyne","MCI","M","aj","Active","Inj Res","Mon Aug 14, 2023, 6:13PM","2"
"Jordan Ayew","CRY","F","aj","Reserve","Active","Mon Aug 14, 2023, 6:13PM","2"
"Ian Maatsen","CHE","D","vu","Active","Reserve","Mon Aug 14, 2023, 3:35PM","2"
"Conor Gallagher","CHE","M","vu","Reserve","Active","Mon Aug 14, 2023, 3:35PM","2"
"Lisandro Martinez","MUN","D","vu","Active","Reserve","Mon Aug 14, 2023, 3:35PM","2"
"Ian Maatsen","CHE","D","vu","Reserve","Active","Mon Aug 14, 2023, 3:35PM","2"
"Ruben Dias","MCI","D","katabe","Reserve","Active","Mon Aug 14, 2023, 2:18PM","2"
"Christian Eriksen","MUN","M","mg","Active","Reserve","Mon Aug 14, 2023, 11:39AM","1"
"Aaron Wan-Bissaka","MUN","D","mg","Reserve","Active","Mon Aug 14, 2023, 11:39AM","1"
"Reece James","CHE","D","tj","Reserve","Active","Mon Aug 14, 2023, 11:05AM","2"
"Brennan Johnson","NOT/TOT","F","vu","Reserve","Active","Sun Aug 13, 2023, 8:55PM","2"
"Michail Antonio","WHU","F","vu","Active","Reserve","Sun Aug 13, 2023, 8:55PM","2"
"Conor Gallagher","CHE","M","vu","Active","Reserve","Sun Aug 13, 2023, 8:55PM","2"
"Philip Billing","BOU","M","vu","Reserve","Active","Sun Aug 13, 2023, 8:55PM","2"
"Ian Maatsen","CHE","D","vu","Active","Reserve","Sun Aug 13, 2023, 8:54PM","2"
"Ibrahima Konate","LIV","D","vu","Reserve","Active","Sun Aug 13, 2023, 8:54PM","2"
"James Milner","BHA","M","sean","Active","Reserve","Sun Aug 13, 2023, 10:43AM","2"
"Said Benrahma","WHU","M","sean","Reserve","Active","Sun Aug 13, 2023, 10:43AM","2"
"Harry Wilson","FUL","M","sean","Active","Reserve","Sun Aug 13, 2023, 10:43AM","2"
"Enzo Fernandez","CHE","M","sean","Reserve","Active","Sun Aug 13, 2023, 10:43AM","2"
"Tim Ream","FUL","D","sean","Reserve","Active","Sun Aug 13, 2023, 10:43AM","2"
"Milos Kerkez","BOU","D","sean","Active","Reserve","Sun Aug 13, 2023, 10:43AM","2"
"Anthony Gordon","NEW","M","tj","Reserve","Active","Sun Aug 13, 2023, 10:33AM","2"
"Reece James","CHE","D","tj","Active","Reserve","Sun Aug 13, 2023, 10:33AM","2"
"Mykhailo Mudryk","CHE","M","vu","Active","Reserve","Sun Aug 13, 2023, 7:33AM","1"
"Conor Gallagher","CHE","M","vu","Reserve","Active","Sun Aug 13, 2023, 7:33AM","1"
"Carney Chukwuemeka","CHE","M","tj","Reserve","Active","Sun Aug 13, 2023, 5:22AM","1"
"Antony","MUN","F","md","Reserve","Active","Sat Aug 12, 2023, 2:36PM","1"
"Darwin Nunez","LIV","F","md","Active","Reserve","Sat Aug 12, 2023, 2:36PM","1"
"Antony","MUN","F","md","Active","Reserve","Sat Aug 12, 2023, 2:35PM","1"
"Darwin Nunez","LIV","F","md","Reserve","Active","Sat Aug 12, 2023, 2:35PM","1"
"Carney Chukwuemeka","CHE","M","tj","Reserve","Active","Sat Aug 12, 2023, 12:43PM","2"
"Anthony Gordon","NEW","M","tj","Active","Reserve","Sat Aug 12, 2023, 12:43PM","2"
"Alex Moreno","AVL","D","tj","Reserve","Active","Sat Aug 12, 2023, 12:41PM","2"
"Ibrahima Konate","LIV","D","vu","Active","Reserve","Sat Aug 12, 2023, 8:41AM","1"
"Ian Maatsen","CHE","D","vu","Reserve","Active","Sat Aug 12, 2023, 8:41AM","1"
"Alex Moreno","AVL","D","tj","Active","Reserve","Sat Aug 12, 2023, 8:37AM","1"
"Giovani Lo Celso","TOT","M","tj","Reserve","Active","Sat Aug 12, 2023, 8:37AM","1"
"Giovani Lo Celso","TOT","M","tj","Reserve","Active","Sat Aug 12, 2023, 7:30AM","2"
"Jurrien Timber","ARS","D","tj","Active","Reserve","Sat Aug 12, 2023, 7:30AM","2"
"Odsonne Edouard","CRY","F","tj","Reserve","Active","Sat Aug 12, 2023, 6:26AM","1"
"Aleksandar Mitrovic","FUL","F","tj","Active","Reserve","Sat Aug 12, 2023, 6:26AM","1"
"Tim Ream","FUL","D","sean","Active","Reserve","Sat Aug 12, 2023, 6:14AM","1"
"James Milner","BHA","M","sean","Reserve","Active","Sat Aug 12, 2023, 6:14AM","1"
"Fabian Schar","NEW","D","sean","Active","Inj Res","Sat Aug 12, 2023, 6:11AM","1"
"Adam Webster","BHA","D","sean","Inj Res","Active","Sat Aug 12, 2023, 6:11AM","1"
"Anthony Gordon","NEW","M","tj","Reserve","Active","Sat Aug 12, 2023, 6:10AM","1"
"Justin Kluivert","BOU","M","tj","Active","Reserve","Sat Aug 12, 2023, 6:10AM","1"
"Fabian Schar","NEW","D","sean","Inj Res","Active","Sat Aug 12, 2023, 6:03AM","1"
"Adam Webster","BHA","D","sean","Active","Inj Res","Sat Aug 12, 2023, 6:03AM","1"
"Eddie Nketiah","ARS","F","ben","Reserve","Active","Sat Aug 12, 2023, 3:40AM","1"
"Richarlison","TOT","F","ben","Active","Reserve","Sat Aug 12, 2023, 3:40AM","1"
"Willian","FUL","F","mg","Active","Reserve","Fri Aug 11, 2023, 10:53PM","1"
"Joao Pedro","BHA","F","mg","Reserve","Active","Fri Aug 11, 2023, 10:53PM","1"
"Joao Pedro","BHA","F","mg","Active","Reserve","Fri Aug 11, 2023, 10:19PM","1"
"Ollie Watkins","AVL","F","mg","Reserve","Active","Fri Aug 11, 2023, 10:19PM","1"
"Ethan Pinnock","BRF","D","mg","Reserve","Active","Fri Aug 11, 2023, 8:13PM","1"
"Aaron Wan-Bissaka","MUN","D","mg","Active","Reserve","Fri Aug 11, 2023, 8:13PM","1"
"Eddie Nketiah","ARS","F","ben","Active","Reserve","Fri Aug 11, 2023, 7:57PM","1"
"Richarlison","TOT","F","ben","Reserve","Active","Fri Aug 11, 2023, 7:57PM","1"
"John Stones","MCI","D","ben","Active","Reserve","Fri Aug 11, 2023, 11:13AM","1"
"Nathan Ake","MCI","D","ben","Reserve","Active","Fri Aug 11, 2023, 11:13AM","1"
"Darwin Nunez","LIV","F","md","Active","Reserve","Fri Aug 11, 2023, 11:12AM","1"
"Carlton Morris","LUT","F","md","Reserve","Active","Fri Aug 11, 2023, 11:12AM","1"
"Levi Colwill","CHE","D","md","Reserve","Active","Fri Aug 11, 2023, 11:10AM","1"
"Josko Gvardiol","MCI","D","md","Active","Reserve","Fri Aug 11, 2023, 11:10AM","1"
"Arnaut Danjuma Groeneveld","EVE","F","katabe","Reserve","Active","Fri Aug 11, 2023, 11:05AM","1"
"Julio Enciso","BHA","F","katabe","Active","Reserve","Fri Aug 11, 2023, 11:05AM","1"
"Sandro Tonali","NEW","M","katabe","Reserve","Active","Fri Aug 11, 2023, 11:04AM","1"
"Mateo Kovacic","MCI","M","katabe","Active","Reserve","Fri Aug 11, 2023, 11:04AM","1"
"Joachim Andersen","CRY","D","katabe","Reserve","Active","Fri Aug 11, 2023, 11:04AM","1"
"Ruben Dias","MCI","D","katabe","Active","Reserve","Fri Aug 11, 2023, 11:04AM","1"
"Rico Lewis","MCI","D","tj","Reserve","Active","Fri Aug 11, 2023, 11:01AM","1"
"Destiny Udogie","TOT","D","tj","Active","Reserve","Fri Aug 11, 2023, 11:01AM","1"
"Jadon Sancho","MUN","M","ben","Active","Reserve","Fri Aug 11, 2023, 10:46AM","1"
"Kevin Schade","BRF","M","ben","Reserve","Active","Fri Aug 11, 2023, 10:46AM","1"
"Nathan Ake","MCI","D","ben","Active","Reserve","Thu Aug 10, 2023, 2:54PM","1"
"Matty Cash","AVL","D","ben","Reserve","Active","Thu Aug 10, 2023, 2:54PM","1"
"Bernardo Silva","MCI","M","rafa","Active","Reserve","Thu Aug 10, 2023, 2:54PM","1"
"Jarrod Bowen","WHU","M","rafa","Reserve","Active","Thu Aug 10, 2023, 2:54PM","1"
"Jarrod Bowen","WHU","M","rafa","Active","Reserve","Thu Aug 10, 2023, 2:47PM","1"
"Bernardo Silva","MCI","M","rafa","Reserve","Active","Thu Aug 10, 2023, 2:47PM","1"
"Michael Olise","CRY","M","tj","Active","Reserve","Thu Aug 10, 2023, 9:20AM","1"
"Aleksandar Mitrovic","FUL","F","tj","Reserve","Active","Thu Aug 10, 2023, 9:20AM","1"
"Emiliano Buendia","AVL","M","tj","Active","Reserve","Thu Aug 10, 2023, 9:20AM","1"
"Destiny Udogie","TOT","D","tj","Reserve","Active","Thu Aug 10, 2023, 9:20AM","1"
"Dwight McNeil","EVE","M","tj","Inj Res","Reserve","Thu Aug 10, 2023, 9:18AM","1"
"Rasmus Hojlund","MUN","F","tj","Reserve","Inj Res","Thu Aug 10, 2023, 9:18AM","1"
"Neto","BOU","G","ben","Reserve","Active","Wed Aug 9, 2023, 11:19PM","1"
"David Raya","BRF/ARS","G","ben","Active","Reserve","Wed Aug 9, 2023, 11:19PM","1"
"John McGinn","AVL","M","ben","Reserve","Active","Wed Aug 9, 2023, 11:01PM","1"
"Nathan Redmond","BUR","M","ben","Active","Reserve","Wed Aug 9, 2023, 11:01PM","1"
"Joao Pedro","BHA","F","mg","Reserve","Active","Wed Aug 9, 2023, 10:51PM","1"
"Cheick Doucoure","CRY","M","mg","Reserve","Active","Wed Aug 9, 2023, 10:51PM","1"
"Ollie Watkins","AVL","F","mg","Active","Reserve","Wed Aug 9, 2023, 10:51PM","1"
"Alex Iwobi","EVE/FUL","M","mg","Active","Reserve","Wed Aug 9, 2023, 10:51PM","1"
"John McGinn","AVL","M","ben","Active","Reserve","Wed Aug 9, 2023, 10:43PM","1"
"Nathan Redmond","BUR","M","ben","Reserve","Active","Wed Aug 9, 2023, 10:43PM","1"
"John McGinn","AVL","M","ben","Reserve","Active","Tue Aug 8, 2023, 10:53PM","1"
"Demarai Gray","EVE","M","ben","Active","Reserve","Tue Aug 8, 2023, 10:53PM","1"
"Jacob Ramsey","AVL","M","ben","Active","Reserve","Tue Aug 8, 2023, 10:27PM","1"
"Demarai Gray","EVE","M","ben","Reserve","Active","Tue Aug 8, 2023, 10:27PM","1"
"Eddie Nketiah","ARS","F","ben","Reserve","Active","Tue Aug 8, 2023, 10:07PM","1"
"Raul Jimenez","FUL","F","ben","Active","Reserve","Tue Aug 8, 2023, 10:07PM","1"
"Kyle Walker","MCI","D","sean","Reserve","Active","Tue Aug 8, 2023, 8:40AM","1"
"Andrew Robertson","LIV","D","sean","Active","Reserve","Tue Aug 8, 2023, 8:40AM","1"
"Mathias Jensen","BRF","M","sean","Active","Reserve","Tue Aug 8, 2023, 8:40AM","1"
"Adam Webster","BHA","D","sean","Reserve","Active","Tue Aug 8, 2023, 8:40AM","1"
"Fabian Schar","NEW","D","sean","Reserve","Inj Res","Mon Aug 7, 2023, 8:44PM","1"
"Said Benrahma","WHU","M","sean","Active","Reserve","Mon Aug 7, 2023, 8:03PM","1"
"Mathias Jensen","BRF","M","sean","Reserve","Active","Mon Aug 7, 2023, 8:03PM","1"
"Michael Olise","CRY","M","tj","Inj Res","Active","Mon Aug 7, 2023, 2:48PM","1"
"Dwight McNeil","EVE","M","tj","Active","Inj Res","Mon Aug 7, 2023, 2:48PM","1"
"Marcus Tavernier","BOU","M","mg","Reserve","Inj Res","Mon Aug 7, 2023, 9:16AM","1"
